,loss,accuracy,val_loss,val_accuracy,lr
0,1.0801575738345444,0.5771554112434387,0.7099649781982104,0.77173912525177,9.999999747378752e-06
1,0.4959375607253823,0.8583195805549622,0.21228223418196043,0.9347826242446899,1.5999999959603883e-05
2,0.3077103176462591,0.9044480919837952,0.14197234281649193,0.967391312122345,2.2000000171829015e-05
3,0.2238605578380388,0.9362987279891968,0.11268577208587278,0.967391312122345,2.8000000384054147e-05
4,0.1851714723474995,0.9472817182540894,0.07889409060589969,0.97826087474823,3.400000059627928e-05
5,0.1368757446676509,0.9533223509788513,0.09503628702562612,0.95652174949646,3.9999998989515007e-05
6,0.1051505894555144,0.9692476391792297,0.11578899396893878,0.989130437374115,4.600000102072954e-05
7,0.1032586540036693,0.9692476391792297,0.06996103938824187,0.97826087474823,5.199999941396527e-05
8,0.07542459071112131,0.9769357442855835,0.10222927446011454,0.967391312122345,5.8000001445179805e-05
9,0.07421121394639156,0.9763866066932678,0.14063246360213574,0.967391312122345,6.399999983841553e-05
10,0.06243807510746452,0.9829763770103455,0.031652324949391186,0.989130437374115,7.000000186963007e-05
11,0.06440052394241193,0.9824272394180298,0.08771485008279949,0.989130437374115,7.599999662488699e-05
12,0.0773489383243143,0.9780340194702148,0.134307022371407,0.967391312122345,8.199999865610152e-05
13,0.06520716009643271,0.9824272394180298,0.03158624919403034,0.989130437374115,8.800000068731606e-05
14,0.055921691502963555,0.9829763770103455,0.03437726140449134,0.989130437374115,9.40000027185306e-05
15,0.05324159700265957,0.9851729869842529,0.05015400865522679,0.989130437374115,9.999999747378752e-05
16,0.04276082758832148,0.9868203997612,0.021777428812735405,1.0,9.999999747378752e-05
17,0.055825548188774686,0.9835255146026611,0.05084015285441031,0.989130437374115,9.999999747378752e-05
18,0.0525279995723986,0.9868203997612,0.030326890004895784,1.0,9.999999747378752e-05
19,0.04485295234244974,0.9873695969581604,0.02618474264939626,0.97826087474823,8.199999865610152e-05
20,0.02723433937814638,0.9928610920906067,0.012517571000595732,0.989130437374115,6.759999814676121e-05
21,0.018142043846527157,0.9934102296829224,0.008809981334100788,0.989130437374115,5.607999992207624e-05
22,0.015275179953807899,0.9961559772491455,0.015000680526403206,0.989130437374115,4.686399915954098e-05
23,0.013303384308125067,0.9945085048675537,0.0096211230973798,0.989130437374115,3.9491198549512774e-05
24,0.010810920193780266,0.9967051148414612,0.01051662700228917,0.989130437374115,3.3592961699469015e-05
25,0.008711581042105202,0.9967051148414612,0.009859234718533116,0.989130437374115,2.88743685814552e-05
26,0.009454305106225459,0.9956067800521851,0.009709320091133122,0.989130437374115,2.509949445084203e-05
27,0.008517676494865196,0.9950576424598694,0.010323869910583502,0.989130437374115,2.2079595510149375e-05
28,0.00922580552098009,0.9945085048675537,0.007812713915882341,1.0,1.966367562999949e-05
29,0.008302601063332827,0.9961559772491455,0.007870737115354132,0.989130437374115,1.7730941181071103e-05
30,0.007944961176932145,0.9972542524337769,0.00850538681894856,0.989130437374115,1.6184752894332632e-05
31,0.007534162778606347,0.9961559772491455,0.007816040313931202,0.989130437374115,1.4947801901143976e-05
32,0.007343125744741451,0.9961559772491455,0.008369563355927312,0.989130437374115,1.3958241652289871e-05
33,0.0075466266997160575,0.9956067800521851,0.010347561866486407,1.0,1.3166593817004468e-05
34,0.006910588392583622,0.9961559772491455,0.01069981864240314,0.989130437374115,1.2533274457382504e-05
35,0.006964876791658565,0.9967051148414612,0.011194056064747807,0.989130437374115,1.2026619515381753e-05
36,0.006841824800712162,0.9956067800521851,0.011615954752566418,0.989130437374115,1.1621295925579034e-05
37,0.006863103362632449,0.9972542524337769,0.008451501649157459,0.989130437374115,1.1297036508040037e-05
38,0.006586591162710874,0.9961559772491455,0.007867305654106834,0.989130437374115,1.103762951970566e-05
39,0.006144663945730903,0.9972542524337769,0.009870227469643092,0.989130437374115,1.083010374713922e-05
40,0.00597334428301236,0.9961559772491455,0.00890983580173573,0.989130437374115,1.0664082765288185e-05
41,0.0072385290691464816,0.9956067800521851,0.008478697070017915,1.0,1.053126652550418e-05
42,0.006883615195099239,0.9972542524337769,0.009282647266900312,0.989130437374115,1.0425012987980153e-05
43,0.006333517656112226,0.9961559772491455,0.007786340374044205,1.0,1.0340010703657754e-05
44,0.0059618573738391195,0.9978033900260925,0.008345435885379024,1.0,1.0272008694300894e-05
45,0.00610264507746448,0.9978033900260925,0.008822055221647437,0.989130437374115,1.0217606359219644e-05
46,0.005886706054082213,0.9972542524337769,0.011557471053417126,1.0,1.0174085218750406e-05
47,0.006120517185912135,0.9972542524337769,0.007726245083934676,1.0,1.0139267942577135e-05
48,0.006045996076469394,0.9972542524337769,0.007699570400063749,1.0,1.0111414667335339e-05
49,0.009703898511161551,0.9956067800521851,0.007958508733869015,0.989130437374115,1.0089132047141902e-05
50,0.006090018923572681,0.9961559772491455,0.008926412994090546,0.989130437374115,1.0071305041492451e-05
51,0.009509166868181144,0.9956067800521851,0.007605601118939376,1.0,1.0057044164568651e-05
52,0.006254147847209835,0.9961559772491455,0.007815040386655406,0.989130437374115,1.0045635463029612e-05
53,0.0063887419824240795,0.9967051148414612,0.008368622504046167,0.989130437374115,1.003650868369732e-05
54,0.006126464949524411,0.9972542524337769,0.00832003607263232,1.0,1.0029206350736786e-05
55,0.005422754508666346,0.9967051148414612,0.007697163626213903,1.0,1.0023365575762e-05
56,0.005350576431846743,0.9983525276184082,0.00818464450344436,1.0,1.001869259198429e-05
57,0.005999563933744918,0.9967051148414612,0.014501086935676236,0.989130437374115,1.0014953659265302e-05
58,0.005235614603191895,0.9967051148414612,0.007516157130301811,0.989130437374115,1.0011963240685873e-05
59,0.005579703497266501,0.9961559772491455,0.008133724660334943,0.989130437374115,1.0009570360125508e-05
60,0.005670570516494386,0.9956067800521851,0.009134807722849322,0.989130437374115,1.0007656783272978e-05
61,0.005477893777236677,0.9978033900260925,0.00905546481986145,0.989130437374115,1.0006125194195192e-05
62,0.0052368088620622704,0.9972542524337769,0.001552528176053632,1.0,1.0004900104831904e-05
63,0.006207111365683452,0.9961559772491455,0.008202216486855226,1.0,1.0003919669543393e-05
64,0.004872521570406171,0.9978033900260925,0.0032313113118220826,1.0,1.0003135685110465e-05
65,0.004719539097810758,0.9978033900260925,0.00950866889252211,1.0,1.0002509043260943e-05
66,0.004851220440902671,0.9972542524337769,0.00952045554720371,1.0,1.0002007002185564e-05
67,0.004873349779005987,0.9967051148414612,0.0068040536095945,1.0,1.0001605915022083e-05
68,0.004640720679041903,0.9972542524337769,0.004823956166774224,1.0,1.0001284863392357e-05
69,0.0048906590176265394,0.9972542524337769,0.004049930560465024,1.0,1.0001027476391755e-05
70,0.0046067897510401225,0.9967051148414612,0.00710363572178115,1.0,1.0000821930589154e-05
71,0.004694209071934351,0.9967051148414612,0.0049609794871988315,1.0,1.0000657312048133e-05
72,0.0044970203058142845,0.9983525276184082,0.000492061360906367,1.0,1.0000526344811078e-05
73,0.004069385812158106,0.9972542524337769,0.0002521201746882677,1.0,1.0000420843425673e-05
74,0.004072411122297601,0.9978033900260925,0.00360933332156795,1.0,1.000033716991311e-05
75,0.004447481975580071,0.9972542524337769,0.0008768167493068783,1.0,1.0000268957810476e-05
76,0.004228256648535631,0.9972542524337769,0.0065905292404219535,1.0,1.0000215297623072e-05
77,0.0051073427840796675,0.9972542524337769,0.007457747961893801,1.0,1.0000172551372088e-05
78,0.00454091485277248,0.9972542524337769,0.001040157465657406,1.0,1.0000137990573421e-05
79,0.00372328849174962,0.9983525276184082,0.00011602797875790809,1.0,1.0000110705732368e-05
80,0.0038410007318102285,0.9972542524337769,0.00023196104621092672,1.0,1.0000087968364824e-05
81,0.0037598765317699337,0.9978033900260925,0.0007740457817438559,1.0,1.000007068796549e-05
82,0.003636605460434211,0.9978033900260925,0.0010471691098246083,1.0,1.0000056136050262e-05
83,0.003633869313929926,0.9983525276184082,0.00010004784064676642,1.0,1.000004522211384e-05
84,0.0038132735580532844,0.9978033900260925,5.4064675159300655e-05,1.0,1.0000036127166823e-05
85,0.0036443826579188746,0.9989017248153687,0.0006664857112544572,1.0,1.0000028851209208e-05
86,0.003777094578978236,0.9983525276184082,0.00018492967090348125,1.0,1.0000023394240998e-05
87,0.004105492657022274,0.9978033900260925,0.0017956307730742083,1.0,1.0000018846767489e-05
88,0.003627122002058995,0.9983525276184082,0.00010407160559111617,1.0,1.0000015208788682e-05
89,0.003658758804039855,0.9983525276184082,0.008472939943942492,1.0,1.0000011570809875e-05
90,0.004018213293824612,0.9983525276184082,0.0022957511134980755,1.0,1.0000009751820471e-05
91,0.0035785121079094416,0.9989017248153687,0.0005161437212658863,1.0,1.0000007932831068e-05
92,0.003918027377619194,0.9978033900260925,0.0015402747301986135,1.0,1.0000006113841664e-05
93,0.0037098591089729997,0.9983525276184082,0.00929873169699628,1.0,1.0000005204346962e-05
94,0.0041423726521992235,0.9983525276184082,0.0004750711140104613,1.0,1.000000429485226e-05
95,0.0037728038296645965,0.9978033900260925,0.007842332434279342,0.989130437374115,1.0000003385357559e-05
96,0.0032544543623197093,0.9972542524337769,0.0023703723304606683,1.0,1.0000002475862857e-05
97,0.003206241983443531,0.9989017248153687,0.0011269641211129056,1.0,1.0000001566368155e-05
98,0.0032277416836314883,0.9978033900260925,0.0003294869376020415,1.0,1.0000001566368155e-05
99,0.003788727064135193,0.9978033900260925,0.00023022520372251165,1.0,1.0000001566368155e-05
